codigo pais m49,codigo iso3,pais origen,anio,capitulo,valor dolares cif,valor dolares cif log,continente,region,bloque economico
660,AIA,Anguila,2012,TOTAL,13985.82,4.145687934,América,Centroamérica y Caribe,
28,ATG,Antigua y Barbuda,2012,TOTAL,51020.86,4.707747775,América,Centroamérica y Caribe,
530,,Antillas Holandesas,2012,TOTAL,44769793.03,7.650985087,América,Centroamérica y Caribe,
682,SAU,Arabia Saudita,2012,TOTAL,56256392.85,7.750171882,Asia,Asia Occidental,BRICS
12,DZA,Argelia,2012,TOTAL,25659725.01,7.409251998,África,Norte de África,
32,ARG,Argentina,2012,Algodón,1519092.38,6.181584185,América,Sudamérica,
32,ARG,Argentina,2012,Cereales,1131120563.39,9.053508898,América,Sudamérica,
32,ARG,Argentina,2012,Grasas y aceites animales o vegetales,179208214.67,8.253357913,América,Sudamérica,
32,ARG,Argentina,2012,Productos diversos de las industrias químicas,15034768.46,7.177096744,América,Sudamérica,
32,ARG,Argentina,2012,Residuos industrias alimentarias. Alimentos para animales,371616406.34,8.570094879,América,Sudamérica,
32,ARG,Argentina,2012,TOTAL,2396302500.37,9.379541641,América,Sudamérica,
32,ARG,Argentina,2012,"Vehículos, partes y accesorios",241937407.87,8.383703023,América,Sudamérica,
51,ARM,Armenia,2012,TOTAL,1379300.04,6.139658749,Asia,Asia Occidental,
533,ABW,Aruba,2012,TOTAL,98928475.56,7.995321317,América,Centroamérica y Caribe,
36,AUS,Australia,2012,TOTAL,53435338.94,7.727828568,Oceanía,Oceanía,OCDE
40,AUT,Austria,2012,TOTAL,161909379.44,8.209272008,Europa,Europa Occidental,OCDE
44,BHS,Bahamas,2012,TOTAL,88.36,1.946255707,América,Centroamérica y Caribe,
48,BHR,Bahrein,2012,TOTAL,48627.19,4.686879174,Asia,Asia Occidental,
50,BGD,Bangladesh,2012,TOTAL,21701479.83,7.33648935,Asia,Asia Meridional,
52,BRB,Barbados,2012,TOTAL,9494800.89,6.977485862,América,Centroamérica y Caribe,
112,BLR,Belarús,2012,TOTAL,10521240.36,7.022066942,Europa,Europa Oriental,
84,BLZ,Belice,2012,TOTAL,3718.24,3.570337419,América,Centroamérica y Caribe,
204,BEN,Benin,2012,TOTAL,74706.39,4.873357751,África,Resto de África,
60,BMU,Bermuda,2012,TOTAL,35085.39,4.545126308,América,Centroamérica y Caribe,
68,BOL,Bolivia (Estado Plurinacional de),2012,Grasas y aceites animales o vegetales,153395539.41,8.185812731,América,Sudamérica,CAN
68,BOL,Bolivia (Estado Plurinacional de),2012,Residuos industrias alimentarias. Alimentos para animales,67064875.98,7.826495126,América,Sudamérica,CAN
68,BOL,Bolivia (Estado Plurinacional de),2012,TOTAL,282536047.81,8.451073866,América,Sudamérica,CAN
70,BIH,Bosnia y Herzegovina,2012,TOTAL,977355.03,5.990052352,Europa,Europa Meridional,
72,BWA,Botswana,2012,TOTAL,119503.82,5.077381788,África,Resto de África,
76,BRA,Brasil,2012,"Aceites esenciales, perfumería, cosméticos",46305326.47,7.66563095,América,Sudamérica,BRICS
76,BRA,Brasil,2012,Algodón,11224769.07,7.050177415,América,Sudamérica,BRICS
76,BRA,Brasil,2012,"Aparatos y material eléctrico, de grabación o imagen",175826301.03,8.24508384,América,Sudamérica,BRICS
76,BRA,Brasil,2012,"Calzado, botines, artículos análogos y partes",37781811.53,7.577282777,América,Sudamérica,BRICS
76,BRA,Brasil,2012,Caucho y manufacturas,110331794.73,8.042700683,América,Sudamérica,BRICS
76,BRA,Brasil,2012,Cereales,166219058.44,8.220680818,América,Sudamérica,BRICS
76,BRA,Brasil,2012,Cobre y sus manufacturas,18026722.5,7.255916773,América,Sudamérica,BRICS
76,BRA,Brasil,2012,Disposiciones de tratamiento especial,19318615.19,7.285975992,América,Sudamérica,BRICS
76,BRA,Brasil,2012,"Extractos curtientes, pinturas, tintas",14993670.1,7.175907951,América,Sudamérica,BRICS
76,BRA,Brasil,2012,"Fundición, hierro y acero",312240752.89,8.494489585,América,Sudamérica,BRICS
76,BRA,Brasil,2012,Grasas y aceites animales o vegetales,31063814.21,7.49225478,América,Sudamérica,BRICS
76,BRA,Brasil,2012,"Manufactura de fundición, de hierro o acero",73332922.11,7.865298991,América,Sudamérica,BRICS
76,BRA,Brasil,2012,Materias plásticas y manufacturas,128060460.88,8.10741506,América,Sudamérica,BRICS
76,BRA,Brasil,2012,Navegación aérea o espacial,29820422.35,7.47451379,América,Sudamérica,BRICS
76,BRA,Brasil,2012,"Papel, cartón y sus manufacturas",70811711.3,7.85010509,América,Sudamérica,BRICS
76,BRA,Brasil,2012,Productos diversos de las industrias químicas,68772430.39,7.837414372,América,Sudamérica,BRICS
76,BRA,Brasil,2012,Productos farmacéuticos,83623927.02,7.922330558,América,Sudamérica,BRICS
76,BRA,Brasil,2012,Productos químicos inorgánicos,18365745.78,7.264008568,América,Sudamérica,BRICS
76,BRA,Brasil,2012,Productos químicos orgánicos,139515033.43,8.144621007,América,Sudamérica,BRICS
76,BRA,Brasil,2012,"Reactores nucleares, calderas, máquinas y partes",271610714.21,8.433946898,América,Sudamérica,BRICS
76,BRA,Brasil,2012,Residuos industrias alimentarias. Alimentos para animales,43230474.35,7.635790001,América,Sudamérica,BRICS
76,BRA,Brasil,2012,TOTAL,2851317323.22,9.455045553,América,Sudamérica,BRICS
76,BRA,Brasil,2012,"Vehículos, partes y accesorios",227027827.74,8.356079094,América,Sudamérica,BRICS
96,BRN,Brunei Darussalam,2012,TOTAL,5080.64,3.705918423,Asia,Sudeste Asiático,
100,BGR,Bulgaria,2012,TOTAL,8583277.81,6.933653169,Europa,Europa Oriental,
854,BFA,Burkina Faso,2012,TOTAL,842838.4,5.925744314,África,Resto de África,
108,BDI,Burundi,2012,TOTAL,44481.91,4.648183427,África,Resto de África,
64,BTN,Bután,2012,TOTAL,143690.0,5.157426545,Asia,Asia Meridional,
56,BEL,Bélgica,2012,Productos farmacéuticos,114001262.29,8.05690966,Europa,Europa Occidental,OCDE
56,BEL,Bélgica,2012,TOTAL,301371698.46,8.479102466,Europa,Europa Occidental,OCDE
132,CPV,Cabo Verde,2012,TOTAL,1422.36,3.15300953,África,Resto de África,
116,KHM,Camboya,2012,TOTAL,6872768.48,6.837131714,Asia,Sudeste Asiático,
120,CMR,Camerún,2012,TOTAL,356215.3,5.551712569,África,Resto de África,
124,CAN,Canadá,2012,Abonos,75181383.85,7.876110315,América,América del Norte,OCDE
124,CAN,Canadá,2012,Cereales,270297049.71,8.431841305,América,América del Norte,OCDE
124,CAN,Canadá,2012,Combustibles y aceites minerales y sus productos,4865170.02,6.687098022,América,América del Norte,OCDE
124,CAN,Canadá,2012,Grasas y aceites animales o vegetales,21032760.79,7.322896283,América,América del Norte,OCDE
124,CAN,Canadá,2012,Navegación aérea o espacial,51440622.63,7.711306217,América,América del Norte,OCDE
124,CAN,Canadá,2012,"Papel, cartón y sus manufacturas",69271710.92,7.840555914,América,América del Norte,OCDE
124,CAN,Canadá,2012,TOTAL,1141734369.32,9.057565075,América,América del Norte,OCDE
124,CAN,Canadá,2012,"Vehículos, partes y accesorios",101162004.18,8.005017425,América,América del Norte,OCDE
148,TCD,Chad,2012,TOTAL,29641.05,4.471893584,África,Resto de África,
152,CHL,Chile,2012,Abonos,32325737.37,7.50954844,América,Sudamérica,OCDE
152,CHL,Chile,2012,Cobre y sus manufacturas,101710898.3,8.00736749,América,Sudamérica,OCDE
152,CHL,Chile,2012,Grasas y aceites animales o vegetales,9533418.63,6.979248664,América,Sudamérica,OCDE
152,CHL,Chile,2012,Materias plásticas y manufacturas,52728711.67,7.72204716,América,Sudamérica,OCDE
152,CHL,Chile,2012,"Papel, cartón y sus manufacturas",68699207.63,7.836951728,América,Sudamérica,OCDE
152,CHL,Chile,2012,TOTAL,965600660.85,8.984797554,América,Sudamérica,OCDE
156,CHN,China,2012,Abonos,38221851.69,7.582311723,Asia,Asia Oriental,BRICS
156,CHN,China,2012,Algodón,112951090.46,8.052890428,Asia,Asia Oriental,BRICS
156,CHN,China,2012,"Aparatos y material eléctrico, de grabación o imagen",2230726297.04,9.348446287,Asia,Asia Oriental,BRICS
156,CHN,China,2012,"Calzado, botines, artículos análogos y partes",352656928.8,8.547352421,Asia,Asia Oriental,BRICS
156,CHN,China,2012,Caucho y manufacturas,279067701.52,8.445709575,Asia,Asia Oriental,BRICS
156,CHN,China,2012,Cobre y sus manufacturas,12104751.86,7.082955891,Asia,Asia Oriental,BRICS
156,CHN,China,2012,Disposiciones de tratamiento especial,148979120.42,8.173125406,Asia,Asia Oriental,BRICS
156,CHN,China,2012,"Extractos curtientes, pinturas, tintas",54665387.12,7.737712428,Asia,Asia Oriental,BRICS
156,CHN,China,2012,"Fundición, hierro y acero",209164521.91,8.320488022,Asia,Asia Oriental,BRICS
156,CHN,China,2012,"Instrumentos y aparatos de óptica, fotografía, cinematografía",172708776.04,8.237314406,Asia,Asia Oriental,BRICS
156,CHN,China,2012,"Manufactura de fundición, de hierro o acero",364581788.68,8.561794971,Asia,Asia Oriental,BRICS
156,CHN,China,2012,Materias plásticas y manufacturas,266095073.55,8.425036834,Asia,Asia Oriental,BRICS
156,CHN,China,2012,Navegación aérea o espacial,29024.27,4.462761305,Asia,Asia Oriental,BRICS
156,CHN,China,2012,"Papel, cartón y sus manufacturas",43353894.01,7.637028112,Asia,Asia Oriental,BRICS
156,CHN,China,2012,Productos diversos de las industrias químicas,85067658.7,7.92976448,Asia,Asia Oriental,BRICS
156,CHN,China,2012,Productos químicos inorgánicos,84622510.46,7.927485905,Asia,Asia Oriental,BRICS
156,CHN,China,2012,Productos químicos orgánicos,296581592.82,8.472144193,Asia,Asia Oriental,BRICS
156,CHN,China,2012,"Reactores nucleares, calderas, máquinas y partes",2083095437.58,9.318709168,Asia,Asia Oriental,BRICS
156,CHN,China,2012,Residuos industrias alimentarias. Alimentos para animales,24993008.46,7.397818536,Asia,Asia Oriental,BRICS
156,CHN,China,2012,TOTAL,9822350964.72,9.992215448,Asia,Asia Oriental,BRICS
156,CHN,China,2012,"Vehículos, partes y accesorios",435291072.67,8.63877976,Asia,Asia Oriental,BRICS
196,CYP,Chipre,2012,TOTAL,687680.89,5.837386956,Europa,Europa Meridional,
170,COL,Colombia,2012,TOTAL,1257157553.32,9.099389709,América,Sudamérica,OCDE
178,COG,Congo,2012,TOTAL,641.18,2.806979967,África,Resto de África,
188,CRI,Costa Rica,2012,TOTAL,72533520.57,7.860538757,América,Centroamérica y Caribe,OCDE
384,CIV,Costa de Marfil,2012,TOTAL,176435.0,5.246584742,África,Resto de África,
191,HRV,Croacia,2012,TOTAL,1093595.27,6.038856623,Europa,Europa Meridional,
192,CUB,Cuba,2012,TOTAL,29135907.48,7.464428549,América,Centroamérica y Caribe,
208,DNK,Dinamarca,2012,TOTAL,95521910.79,7.980103001,Europa,Europa Septentrional,OCDE
212,DMA,Dominica,2012,TOTAL,268677.8,5.429231784,América,Centroamérica y Caribe,
218,ECU,Ecuador,2012,Algodón,25323302.98,7.403520351,América,Sudamérica,CAN
218,ECU,Ecuador,2012,"Calzado, botines, artículos análogos y partes",22343857.37,7.34915815,América,Sudamérica,CAN
218,ECU,Ecuador,2012,Caucho y manufacturas,25781469.0,7.411307659,América,Sudamérica,CAN
218,ECU,Ecuador,2012,Grasas y aceites animales o vegetales,86474085.04,7.936885976,América,Sudamérica,CAN
218,ECU,Ecuador,2012,"Manufactura de fundición, de hierro o acero",37677108.65,7.576077568,América,Sudamérica,CAN
218,ECU,Ecuador,2012,Materias plásticas y manufacturas,52678900.17,7.721636699,América,Sudamérica,CAN
218,ECU,Ecuador,2012,"Papel, cartón y sus manufacturas",25117383.19,7.399974391,América,Sudamérica,CAN
218,ECU,Ecuador,2012,Residuos industrias alimentarias. Alimentos para animales,21464843.82,7.331727733,América,Sudamérica,CAN
218,ECU,Ecuador,2012,TOTAL,1089905711.79,9.037388929,América,Sudamérica,CAN
818,EGY,Egipto,2012,TOTAL,11043254.94,7.043097098,África,Norte de África,BRICS
222,SLV,El Salvador,2012,TOTAL,9337141.26,6.970213929,América,Centroamérica y Caribe,
784,ARE,Emiratos Árabes Unidos,2012,TOTAL,32794473.53,7.515800663,Asia,Asia Occidental,BRICS
232,ERI,Eritrea,2012,TOTAL,63024.33,4.799508237,África,Resto de África,
703,SVK,Eslovaquia,2012,TOTAL,19533922.48,7.29078946,Europa,Europa Oriental,OCDE
705,SVN,Eslovenia,2012,TOTAL,9646509.25,6.984370185,Europa,Europa Meridional,OCDE
724,ESP,España,2012,"Aceites esenciales, perfumería, cosméticos",13605780.51,7.133723461,Europa,Europa Meridional,OCDE
724,ESP,España,2012,"Calzado, botines, artículos análogos y partes",3727895.43,6.571463722,Europa,Europa Meridional,OCDE
724,ESP,España,2012,Disposiciones de tratamiento especial,1601576.76,6.204547758,Europa,Europa Meridional,OCDE
724,ESP,España,2012,"Extractos curtientes, pinturas, tintas",35489073.36,7.55009466,Europa,Europa Meridional,OCDE
724,ESP,España,2012,"Fundición, hierro y acero",66687678.0,7.824045596,Europa,Europa Meridional,OCDE
724,ESP,España,2012,Grasas y aceites animales o vegetales,12281091.83,7.089236979,Europa,Europa Meridional,OCDE
724,ESP,España,2012,"Manufactura de fundición, de hierro o acero",37707581.57,7.576428679,Europa,Europa Meridional,OCDE
724,ESP,España,2012,Navegación aérea o espacial,4757625.41,6.677390245,Europa,Europa Meridional,OCDE
724,ESP,España,2012,"Papel, cartón y sus manufacturas",18318798.57,7.262896987,Europa,Europa Meridional,OCDE
724,ESP,España,2012,Productos farmacéuticos,50542618.66,7.703657739,Europa,Europa Meridional,OCDE
724,ESP,España,2012,Productos químicos inorgánicos,5143279.51,6.711240127,Europa,Europa Meridional,OCDE
724,ESP,España,2012,"Reactores nucleares, calderas, máquinas y partes",107626462.82,8.031919067,Europa,Europa Meridional,OCDE
724,ESP,España,2012,Residuos industrias alimentarias. Alimentos para animales,4271503.93,6.63058081,Europa,Europa Meridional,OCDE
724,ESP,España,2012,TOTAL,789152095.6,8.897160714,Europa,Europa Meridional,OCDE
275,PSE,Estado de Palestina,2012,TOTAL,27542.56,4.440004304,Asia,Asia Occidental,
840,USA,Estados Unidos de América,2012,Abonos,173416214.1,8.239089701,América,América del Norte,OCDE
840,USA,Estados Unidos de América,2012,"Aceites esenciales, perfumería, cosméticos",88698658.91,7.947917054,América,América del Norte,OCDE
840,USA,Estados Unidos de América,2012,Algodón,82069313.82,7.914180802,América,América del Norte,OCDE
840,USA,Estados Unidos de América,2012,"Aparatos y material eléctrico, de grabación o imagen",701646022.36,8.846118068,América,América del Norte,OCDE
840,USA,Estados Unidos de América,2012,Caucho y manufacturas,156494122.96,8.194498033,América,América del Norte,OCDE
840,USA,Estados Unidos de América,2012,Cereales,281512503.75,8.449497689,América,América del Norte,OCDE
840,USA,Estados Unidos de América,2012,Cobre y sus manufacturas,7886540.96,6.896886563,América,América del Norte,OCDE
840,USA,Estados Unidos de América,2012,Combustibles y aceites minerales y sus productos,3833151186.42,9.583555949,América,América del Norte,OCDE
840,USA,Estados Unidos de América,2012,Disposiciones de tratamiento especial,8945147.13,6.951587488,América,América del Norte,OCDE
840,USA,Estados Unidos de América,2012,"Extractos curtientes, pinturas, tintas",105265054.46,8.022284219,América,América del Norte,OCDE
840,USA,Estados Unidos de América,2012,Grasas y aceites animales o vegetales,38309542.96,7.583306971,América,América del Norte,OCDE
840,USA,Estados Unidos de América,2012,"Instrumentos y aparatos de óptica, fotografía, cinematografía",568368612.17,8.754630086,América,América del Norte,OCDE
840,USA,Estados Unidos de América,2012,"Manufactura de fundición, de hierro o acero",312308624.64,8.494583978,América,América del Norte,OCDE
840,USA,Estados Unidos de América,2012,Materias plásticas y manufacturas,721161791.17,8.858032709,América,América del Norte,OCDE
840,USA,Estados Unidos de América,2012,Navegación aérea o espacial,484415230.08,8.685217789,América,América del Norte,OCDE
840,USA,Estados Unidos de América,2012,"Papel, cartón y sus manufacturas",155211577.35,8.190924112,América,América del Norte,OCDE
840,USA,Estados Unidos de América,2012,Productos diversos de las industrias químicas,337096761.64,8.52775458,América,América del Norte,OCDE
840,USA,Estados Unidos de América,2012,Productos farmacéuticos,371934104.48,8.570466003,América,América del Norte,OCDE
840,USA,Estados Unidos de América,2012,Productos químicos inorgánicos,107172864.3,8.030084838,América,América del Norte,OCDE
840,USA,Estados Unidos de América,2012,Productos químicos orgánicos,992845251.4,8.996881563,América,América del Norte,OCDE
840,USA,Estados Unidos de América,2012,"Reactores nucleares, calderas, máquinas y partes",2296597734.88,9.361084932,América,América del Norte,OCDE
840,USA,Estados Unidos de América,2012,Residuos industrias alimentarias. Alimentos para animales,217391250.53,8.337242061,América,América del Norte,OCDE
840,USA,Estados Unidos de América,2012,TOTAL,14178349866.79,10.15162569,América,América del Norte,OCDE
840,USA,Estados Unidos de América,2012,"Vehículos, partes y accesorios",601257282.85,8.77906035,América,América del Norte,OCDE
233,EST,Estonia,2012,TOTAL,3807051.58,6.580588761,Europa,Europa Septentrional,OCDE
748,SWZ,Eswatini,2012,TOTAL,138652.14,5.141926577,África,Resto de África,
231,ETH,Etiopía,2012,TOTAL,6463.26,3.810451627,África,Resto de África,BRICS
643,RUS,Federación de Rusia,2012,Abonos,207241965.53,8.316477703,Europa,Europa Oriental,BRICS
643,RUS,Federación de Rusia,2012,"Fundición, hierro y acero",86076903.86,7.934886637,Europa,Europa Oriental,BRICS
643,RUS,Federación de Rusia,2012,Navegación aérea o espacial,43284572.64,7.636333134,Europa,Europa Oriental,BRICS
643,RUS,Federación de Rusia,2012,TOTAL,404935610.87,8.607385971,Europa,Europa Oriental,BRICS
242,FJI,Fiji,2012,TOTAL,2176900.73,6.337838625,Oceanía,Oceanía,
608,PHL,Filipinas,2012,TOTAL,42167854.61,7.624981506,Asia,Sudeste Asiático,
246,FIN,Finlandia,2012,"Papel, cartón y sus manufacturas",37184229.48,7.570358787,Europa,Europa Septentrional,OCDE
246,FIN,Finlandia,2012,TOTAL,129121051.77,8.110997055,Europa,Europa Septentrional,OCDE
250,FRA,Francia,2012,"Aceites esenciales, perfumería, cosméticos",43003915.92,7.633508004,Europa,Europa Occidental,OCDE
250,FRA,Francia,2012,Cereales,3336.25,3.523258587,Europa,Europa Occidental,OCDE
250,FRA,Francia,2012,Combustibles y aceites minerales y sus productos,37075295.82,7.569084625,Europa,Europa Occidental,OCDE
250,FRA,Francia,2012,Disposiciones de tratamiento especial,1454055.8,6.162581073,Europa,Europa Occidental,OCDE
250,FRA,Francia,2012,"Extractos curtientes, pinturas, tintas",9964113.28,6.998438656,Europa,Europa Occidental,OCDE
250,FRA,Francia,2012,"Instrumentos y aparatos de óptica, fotografía, cinematografía",59223271.95,7.772492397,Europa,Europa Occidental,OCDE
250,FRA,Francia,2012,Navegación aérea o espacial,449675496.66,8.652899223,Europa,Europa Occidental,OCDE
250,FRA,Francia,2012,Productos diversos de las industrias químicas,20402542.08,7.309684282,Europa,Europa Occidental,OCDE
250,FRA,Francia,2012,Productos farmacéuticos,122531695.62,8.088248443,Europa,Europa Occidental,OCDE
250,FRA,Francia,2012,TOTAL,1128897932.75,9.052654678,Europa,Europa Occidental,OCDE
266,GAB,Gabón,2012,TOTAL,8118.93,3.909498797,África,Resto de África,
270,GMB,Gambia,2012,TOTAL,1220.02,3.08636695,África,Resto de África,
268,GEO,Georgia,2012,TOTAL,11220474.91,7.050011239,Asia,Asia Occidental,
288,GHA,Ghana,2012,TOTAL,297137.9,5.47295805,África,Resto de África,
292,GIB,Gibraltar,2012,TOTAL,5622.49,3.749928692,Europa,Europa Meridional,
300,GRC,Grecia,2012,TOTAL,10844519.86,7.035210328,Europa,Europa Meridional,OCDE
304,GRL,Groenlandia,2012,TOTAL,3081.75,3.488797405,Europa,Europa Septentrional,
312,GLP,Guadalupe,2012,TOTAL,118068.19,5.072132906,América,Centroamérica y Caribe,
316,GUM,Guam,2012,TOTAL,19515.34,4.290376122,Oceanía,Oceanía,
320,GTM,Guatemala,2012,TOTAL,51710845.22,7.713581636,América,Centroamérica y Caribe,
254,GUF,Guayana Francesa,2012,TOTAL,11661.15,4.066741382,América,Sudamérica,
324,GIN,Guinea,2012,TOTAL,668029.9,5.824795901,África,Resto de África,
328,GUY,Guyana,2012,TOTAL,8076088.83,6.907201087,América,Sudamérica,
332,HTI,Haití,2012,TOTAL,95433.75,4.979701989,América,Centroamérica y Caribe,
340,HND,Honduras,2012,Cereales,1724383.57,6.236633876,América,Centroamérica y Caribe,
340,HND,Honduras,2012,TOTAL,9316852.09,6.969269201,América,Centroamérica y Caribe,
344,HKG,Hong Kong,2012,TOTAL,99439830.18,7.997560374,Asia,Asia Oriental,
348,HUN,Hungría,2012,TOTAL,30007073.95,7.477223649,Europa,Europa Oriental,OCDE
356,IND,India,2012,Algodón,134738629.02,8.129492124,Asia,Asia Meridional,BRICS
356,IND,India,2012,Cobre y sus manufacturas,991136.63,5.996133527,Asia,Asia Meridional,BRICS
356,IND,India,2012,Disposiciones de tratamiento especial,284507791.51,8.454094164,Asia,Asia Meridional,BRICS
356,IND,India,2012,"Extractos curtientes, pinturas, tintas",12600618.77,7.100391872,Asia,Asia Meridional,BRICS
356,IND,India,2012,"Fundición, hierro y acero",44805779.48,7.651334037,Asia,Asia Meridional,BRICS
356,IND,India,2012,Productos químicos orgánicos,79283142.76,7.899180857,Asia,Asia Meridional,BRICS
356,IND,India,2012,TOTAL,1146202249.85,9.059261257,Asia,Asia Meridional,BRICS
356,IND,India,2012,"Vehículos, partes y accesorios",132482900.08,8.122159826,Asia,Asia Meridional,BRICS
360,IDN,Indonesia,2012,"Calzado, botines, artículos análogos y partes",41965507.59,7.62289248,Asia,Sudeste Asiático,BRICS
360,IDN,Indonesia,2012,Disposiciones de tratamiento especial,11507186.27,7.060969143,Asia,Sudeste Asiático,BRICS
360,IDN,Indonesia,2012,TOTAL,263715095.26,8.42113499,Asia,Sudeste Asiático,BRICS
368,IRQ,Iraq,2012,TOTAL,3190.79,3.503898222,Asia,Asia Occidental,
372,IRL,Irlanda,2012,"Instrumentos y aparatos de óptica, fotografía, cinematografía",44150069.22,7.644931389,Europa,Europa Occidental,OCDE
372,IRL,Irlanda,2012,TOTAL,142349323.3,8.153355407,Europa,Europa Occidental,OCDE
364,IRN,Irán (República Islámica del),2012,TOTAL,19708594.71,7.294655659,Asia,Asia Occidental,BRICS
352,ISL,Islandia,2012,TOTAL,1885302.66,6.27538108,Europa,Europa Septentrional,OCDE
136,CYM,Islas Caimán,2012,TOTAL,294548.7,5.46915711,América,Centroamérica y Caribe,
166,CCK,Islas Cocos (Keeling),2012,TOTAL,515360.44,5.712111078,Oceanía,Oceanía,
184,COK,Islas Cook,2012,TOTAL,759.54,2.88055065,Oceanía,Oceanía,
234,FRO,Islas Feroe,2012,TOTAL,8210.46,3.91436749,Europa,Europa Septentrional,
580,MNP,Islas Marianas Septentrionales,2012,TOTAL,197.44,2.295435142,Oceanía,Oceanía,
796,TCA,Islas Turcas y Caicos,2012,TOTAL,46.87,1.670894954,América,Centroamérica y Caribe,
92,VGB,Islas Vírgenes Británicas,2012,TOTAL,5903553.71,6.771113519,América,Centroamérica y Caribe,
850,VIR,Islas Vírgenes de los Estados Unidos,2012,TOTAL,3377700.07,6.528621083,América,Centroamérica y Caribe,
376,ISR,Israel,2012,Navegación aérea o espacial,8284734.44,6.918278592,Asia,Asia Occidental,OCDE
376,ISR,Israel,2012,TOTAL,166011821.02,8.220139013,Asia,Asia Occidental,OCDE
380,ITA,Italia,2012,"Calzado, botines, artículos análogos y partes",4297451.49,6.633210983,Europa,Europa Meridional,OCDE
380,ITA,Italia,2012,"Extractos curtientes, pinturas, tintas",8349819.54,6.921677089,Europa,Europa Meridional,OCDE
380,ITA,Italia,2012,"Instrumentos y aparatos de óptica, fotografía, cinematografía",41661523.34,7.619735146,Europa,Europa Meridional,OCDE
380,ITA,Italia,2012,"Manufactura de fundición, de hierro o acero",48093288.86,7.682084477,Europa,Europa Meridional,OCDE
380,ITA,Italia,2012,"Papel, cartón y sus manufacturas",19389384.03,7.287564012,Europa,Europa Meridional,OCDE
380,ITA,Italia,2012,Productos farmacéuticos,111591742.36,8.047632059,Europa,Europa Meridional,OCDE
380,ITA,Italia,2012,"Reactores nucleares, calderas, máquinas y partes",418606312.48,8.621805773,Europa,Europa Meridional,OCDE
380,ITA,Italia,2012,TOTAL,961453357.72,8.98292822,Europa,Europa Meridional,OCDE
388,JAM,Jamaica,2012,TOTAL,5348138.38,6.728202636,América,Centroamérica y Caribe,
392,JPN,Japón,2012,Caucho y manufacturas,175192263.2,8.243514923,Asia,Asia Oriental,OCDE
392,JPN,Japón,2012,Disposiciones de tratamiento especial,22380482.96,7.349869454,Asia,Asia Oriental,OCDE
392,JPN,Japón,2012,"Fundición, hierro y acero",290046319.77,8.462467359,Asia,Asia Oriental,OCDE
392,JPN,Japón,2012,"Instrumentos y aparatos de óptica, fotografía, cinematografía",78718872.26,7.896078864,Asia,Asia Oriental,OCDE
392,JPN,Japón,2012,"Manufactura de fundición, de hierro o acero",57173439.61,7.757194321,Asia,Asia Oriental,OCDE
392,JPN,Japón,2012,"Reactores nucleares, calderas, máquinas y partes",420186090.98,8.623441672,Asia,Asia Oriental,OCDE
392,JPN,Japón,2012,TOTAL,1677311884.97,9.224613824,Asia,Asia Oriental,OCDE
392,JPN,Japón,2012,"Vehículos, partes y accesorios",444141703.58,8.647521554,Asia,Asia Oriental,OCDE
400,JOR,Jordania,2012,TOTAL,1315420.6,6.119064639,Asia,Asia Occidental,
398,KAZ,Kazajstán,2012,TOTAL,183860.15,5.26448761,Asia,Asia Central,
404,KEN,Kenya,2012,TOTAL,1245176.25,6.095230829,África,Resto de África,
417,KGZ,Kirguistán,2012,TOTAL,722.14,2.858621402,Asia,Asia Central,
414,KWT,Kuwait,2012,TOTAL,63.37,1.801883707,Asia,Asia Occidental,
426,LSO,Lesotho,2012,TOTAL,30520.0,4.484584529,África,Resto de África,
428,LVA,Letonia,2012,TOTAL,23766719.78,7.375969246,Europa,Europa Septentrional,OCDE
430,LBR,Liberia,2012,TOTAL,131864.62,5.120128288,África,Resto de África,
434,LBY,Libia,2012,TOTAL,8770.5,3.943024353,África,Norte de África,
438,LIE,Liechtenstein,2012,TOTAL,2191314.28,6.340704669,Europa,Europa Occidental,
440,LTU,Lituania,2012,TOTAL,53164733.58,7.725623642,Europa,Europa Septentrional,OCDE
442,LUX,Luxemburgo,2012,TOTAL,7607664.2,6.881251335,Europa,Europa Occidental,OCDE
422,LBN,Líbano,2012,TOTAL,1309728.85,6.117181394,Asia,Asia Occidental,
446,MAC,Macao,2012,TOTAL,60100.73,4.778879747,Asia,Asia Oriental,
807,MKD,Macedonia del Norte,2012,TOTAL,358706.93,5.554739767,Europa,Europa Meridional,
450,MDG,Madagascar,2012,TOTAL,2216212.51,6.345611402,África,Resto de África,
458,MYS,Malasia,2012,"Aparatos y material eléctrico, de grabación o imagen",93644058.37,7.971480227,Asia,Sudeste Asiático,
458,MYS,Malasia,2012,Grasas y aceites animales o vegetales,13360791.49,7.125832186,Asia,Sudeste Asiático,
458,MYS,Malasia,2012,TOTAL,207390179.61,8.316788188,Asia,Sudeste Asiático,
454,MWI,Malawi,2012,TOTAL,140116.81,5.146490241,África,Resto de África,
470,MLT,Malta,2012,TOTAL,1393317.01,6.144049939,Europa,Europa Meridional,
466,MLI,Malí,2012,TOTAL,18811.88,4.2744322,África,Resto de África,
504,MAR,Marruecos,2012,TOTAL,37571174.03,7.574854766,África,Norte de África,
474,MTQ,Martinica,2012,TOTAL,23118685.41,7.363963135,América,Centroamérica y Caribe,
480,MUS,Mauricio,2012,TOTAL,883680.54,5.946295291,África,Resto de África,
