codigo pais m49,codigo iso3,pais origen,anio,capitulo,valor dolares cif,valor dolares cif log,continente,region,bloque economico
4,AFG,Afganistán,1980,TOTAL,135485.0,5.131891216,Asia,Asia Meridional,
8,ALB,Albania,1980,TOTAL,1724.0,3.236537261,Europa,Europa Meridional,
276,DEU,Alemania,1980,TOTAL,345741756.0,8.538751833,Europa,Europa Occidental,OCDE
28,ATG,Antigua y Barbuda,1980,TOTAL,90297.0,4.955673322,América,Centroamérica y Caribe,
530,,Antillas Holandesas,1980,TOTAL,166775186.0,8.222131434,América,Centroamérica y Caribe,
682,SAU,Arabia Saudita,1980,TOTAL,3727.0,3.571359393,Asia,Asia Occidental,BRICS
32,ARG,Argentina,1980,TOTAL,43653892.0,7.64002297,América,Sudamérica,
36,AUS,Australia,1980,TOTAL,1267052.0,6.102794439,Oceanía,Oceanía,OCDE
40,AUT,Austria,1980,TOTAL,11267623.0,7.051832308,Europa,Europa Occidental,OCDE
44,BHS,Bahamas,1980,TOTAL,9089897.0,6.958558962,América,Centroamérica y Caribe,
52,BRB,Barbados,1980,TOTAL,28966.0,4.461888526,América,Centroamérica y Caribe,
84,BLZ,Belice,1980,TOTAL,89344.0,4.951065392,América,Centroamérica y Caribe,
60,BMU,Bermuda,1980,TOTAL,6313860.0,6.800294948,América,Centroamérica y Caribe,
68,BOL,Bolivia (Estado Plurinacional de),1980,TOTAL,7318823.0,6.864441244,América,Sudamérica,CAN
72,BWA,Botswana,1980,TOTAL,26037.0,4.415590943,África,Resto de África,
76,BRA,Brasil,1980,TOTAL,124205895.0,8.094142209,América,Sudamérica,BRICS
100,BGR,Bulgaria,1980,TOTAL,2017603.0,6.304835715,Europa,Europa Oriental,
854,BFA,Burkina Faso,1980,TOTAL,5151.0,3.71189155,África,Resto de África,
56,BEL,Bélgica,1980,TOTAL,40701971.0,7.609615441,Europa,Europa Occidental,OCDE
120,CMR,Camerún,1980,TOTAL,66178.0,4.820713638,África,Resto de África,
124,CAN,Canadá,1980,TOTAL,133244571.0,8.124649523,América,América del Norte,OCDE
152,CHL,Chile,1980,TOTAL,82777483.0,7.917912217,América,Sudamérica,OCDE
156,CHN,China,1980,TOTAL,43904235.0,7.642506414,Asia,Asia Oriental,BRICS
196,CYP,Chipre,1980,TOTAL,4313.0,3.634779458,Europa,Europa Meridional,
170,COL,Colombia,1980,TOTAL,370059.0,5.568270971,América,Sudamérica,OCDE
174,COM,Comoras,1980,TOTAL,7321.0,3.864570407,África,Resto de África,
188,CRI,Costa Rica,1980,TOTAL,1221126.0,6.086760478,América,Centroamérica y Caribe,OCDE
384,CIV,Costa de Marfil,1980,TOTAL,117659.0,5.070625153,África,Resto de África,
192,CUB,Cuba,1980,TOTAL,935970.0,5.971261929,América,Centroamérica y Caribe,
208,DNK,Dinamarca,1980,TOTAL,20616231.0,7.314209272,Europa,Europa Septentrional,OCDE
212,DMA,Dominica,1980,TOTAL,71492.0,4.854257447,América,Centroamérica y Caribe,
218,ECU,Ecuador,1980,TOTAL,75502480.0,7.877961217,América,Sudamérica,CAN
818,EGY,Egipto,1980,TOTAL,208967.0,5.320077708,África,Norte de África,BRICS
222,SLV,El Salvador,1980,TOTAL,446756.0,5.650070394,América,Centroamérica y Caribe,
784,ARE,Emiratos Árabes Unidos,1980,TOTAL,45197.0,4.655109609,Asia,Asia Occidental,BRICS
724,ESP,España,1980,TOTAL,149868324.0,8.175709851,Europa,Europa Meridional,OCDE
840,USA,Estados Unidos de América,1980,TOTAL,1649003757.0,9.217221645,América,América del Norte,OCDE
608,PHL,Filipinas,1980,TOTAL,715740.0,5.854755289,Asia,Sudeste Asiático,
246,FIN,Finlandia,1980,TOTAL,19055606.0,7.280022765,Europa,Europa Septentrional,OCDE
250,FRA,Francia,1980,TOTAL,152412349.0,8.183020157,Europa,Europa Occidental,OCDE
266,GAB,Gabón,1980,TOTAL,3981.0,3.599992178,África,Resto de África,
288,GHA,Ghana,1980,TOTAL,49742.0,4.696723243,África,Resto de África,
292,GIB,Gibraltar,1980,TOTAL,118810.0,5.074852996,Europa,Europa Meridional,
300,GRC,Grecia,1980,TOTAL,857246.0,5.933105467,Europa,Europa Meridional,OCDE
312,GLP,Guadalupe,1980,TOTAL,868616.0,5.938827825,América,Centroamérica y Caribe,
320,GTM,Guatemala,1980,TOTAL,950535.0,5.977968113,América,Centroamérica y Caribe,
324,GIN,Guinea,1980,TOTAL,9590.0,3.981818607,África,Resto de África,
328,GUY,Guyana,1980,TOTAL,802753.0,5.904581937,América,Sudamérica,
332,HTI,Haití,1980,TOTAL,300.0,2.477121255,América,Centroamérica y Caribe,
340,HND,Honduras,1980,TOTAL,1806926.0,6.256940367,América,Centroamérica y Caribe,
344,HKG,Hong Kong,1980,TOTAL,3580788.0,6.553978609,Asia,Asia Oriental,
348,HUN,Hungría,1980,TOTAL,681805.0,5.833660182,Europa,Europa Oriental,OCDE
356,IND,India,1980,TOTAL,2814768.0,6.449442605,Asia,Asia Meridional,BRICS
360,IDN,Indonesia,1980,TOTAL,96267.0,4.983477438,Asia,Sudeste Asiático,BRICS
372,IRL,Irlanda,1980,TOTAL,1677323.0,6.224616702,Europa,Europa Occidental,OCDE
364,IRN,Irán (República Islámica del),1980,TOTAL,1252210.0,6.097677168,Asia,Asia Occidental,BRICS
352,ISL,Islandia,1980,TOTAL,518827.0,5.715022569,Europa,Europa Septentrional,OCDE
796,TCA,Islas Turcas y Caicos,1980,TOTAL,8738.0,3.94141204,América,Centroamérica y Caribe,
92,VGB,Islas Vírgenes Británicas,1980,TOTAL,72976.0,4.863180055,América,Centroamérica y Caribe,
876,WLF,Islas Wallis y Futuna,1980,TOTAL,79005.0,4.897654577,Oceanía,Oceanía,
376,ISR,Israel,1980,TOTAL,5480857.0,6.738848471,Asia,Asia Occidental,OCDE
380,ITA,Italia,1980,TOTAL,130214380.0,8.114658947,Europa,Europa Meridional,OCDE
388,JAM,Jamaica,1980,TOTAL,67668.0,4.830383341,América,Centroamérica y Caribe,
392,JPN,Japón,1980,TOTAL,461762639.0,8.664418791,Asia,Asia Oriental,OCDE
404,KEN,Kenya,1980,TOTAL,979875.0,5.991170677,África,Resto de África,
450,MDG,Madagascar,1980,TOTAL,541349.0,5.733477339,África,Resto de África,
458,MYS,Malasia,1980,TOTAL,12360534.0,7.092037234,Asia,Sudeste Asiático,
470,MLT,Malta,1980,TOTAL,38517.0,4.585652454,Europa,Europa Meridional,
504,MAR,Marruecos,1980,TOTAL,615976.0,5.789563791,África,Norte de África,
500,MSR,Montserrat,1980,TOTAL,57344.0,4.758487984,América,Centroamérica y Caribe,
508,MOZ,Mozambique,1980,TOTAL,221374.0,5.345126612,África,Resto de África,
484,MEX,México,1980,TOTAL,63725220.0,7.804311343,América,América del Norte,OCDE
558,NIC,Nicaragua,1980,TOTAL,25452.0,4.405721915,América,Centroamérica y Caribe,
566,NGA,Nigeria,1980,TOTAL,16097859.0,7.206768119,África,Resto de África,
578,NOR,Noruega,1980,TOTAL,7930213.0,6.899284852,Europa,Europa Septentrional,OCDE
554,NZL,Nueva Zelanda,1980,TOTAL,140861.0,5.148790767,Oceanía,Oceanía,OCDE
586,PAK,Pakistán,1980,TOTAL,231779.0,5.365074085,Asia,Asia Meridional,
591,PAN,Panamá,1980,TOTAL,10640745.0,7.026972036,América,Centroamérica y Caribe,
598,PNG,Papúa Nueva Guinea,1980,TOTAL,242187.0,5.384150828,Oceanía,Oceanía,
600,PRY,Paraguay,1980,TOTAL,419414.0,5.622642923,América,Sudamérica,
528,NLD,Países Bajos,1980,TOTAL,42320342.0,7.626549169,Europa,Europa Occidental,OCDE
604,PER,Perú,1980,TOTAL,132282634.0,8.121502834,América,Sudamérica,Alianza del Pacífico
258,PYF,Polinesia Francesa,1980,TOTAL,26173.0,4.417853505,Oceanía,Oceanía,
616,POL,Polonia,1980,TOTAL,17889699.0,7.252603033,Europa,Europa Oriental,OCDE
620,PRT,Portugal,1980,TOTAL,2008657.0,6.302905783,Europa,Europa Meridional,OCDE
630,PRI,Puerto Rico,1980,TOTAL,17889576.0,7.252600047,América,Centroamérica y Caribe,
634,QAT,Qatar,1980,TOTAL,4771.0,3.678609417,Asia,Asia Occidental,
826,GBR,Reino Unido de Gran Bretaña e Irlanda del Norte,1980,TOTAL,117390506.0,8.069632975,Europa,Europa Occidental,OCDE
180,COD,República Democrática del Congo,1980,TOTAL,43166.0,4.635141806,África,Resto de África,
214,DOM,República Dominicana,1980,TOTAL,1155479.0,6.062762057,América,Centroamérica y Caribe,
408,PRK,República Popular Democrática de Corea,1980,TOTAL,1166597.0,6.066920855,Asia,Asia Oriental,
834,TZA,República Unida de Tanzanía,1980,TOTAL,2307.0,3.363047595,África,Resto de África,
410,KOR,República de Corea,1980,TOTAL,10970768.0,7.040237031,Asia,Asia Oriental,OCDE
642,ROU,Rumania,1980,TOTAL,39943892.0,7.601450379,Europa,Europa Oriental,
659,KNA,Saint Kitts y Nevis,1980,TOTAL,12396.0,4.093281568,América,Centroamérica y Caribe,
336,VAT,Santa Sede,1980,TOTAL,14596.0,4.164233855,Europa,Europa Meridional,
686,SEN,Senegal,1980,TOTAL,25813.0,4.411838481,África,Resto de África,
702,SGP,Singapur,1980,TOTAL,7329934.0,6.865100064,Asia,Sudeste Asiático,
706,SOM,Somalia,1980,TOTAL,3448.0,3.537567257,África,Resto de África,
144,LKA,Sri Lanka,1980,TOTAL,518352.0,5.714624779,Asia,Asia Meridional,
710,ZAF,Sudáfrica,1980,TOTAL,16956180.0,7.229328018,África,Resto de África,BRICS
729,SDN,Sudán,1980,TOTAL,60614.0,4.782572945,África,Norte de África,
752,SWE,Suecia,1980,TOTAL,53398819.0,7.727531652,Europa,Europa Septentrional,OCDE
756,CHE,Suiza,1980,TOTAL,68094584.0,7.833112571,Europa,Europa Occidental,OCDE
764,THA,Tailandia,1980,TOTAL,23182.0,4.365150901,Asia,Sudeste Asiático,
158,TWN,Taiwán (Provincia de China),1980,TOTAL,20369717.0,7.308984995,Asia,Asia Oriental,
780,TTO,Trinidad y Tobago,1980,TOTAL,1241277.0,6.093868708,América,Centroamérica y Caribe,
792,TUR,Turquía,1980,TOTAL,248996.0,5.39619237,Asia,Asia Occidental,OCDE
788,TUN,Túnez,1980,TOTAL,29758.0,4.473603739,África,Norte de África,
858,URY,Uruguay,1980,TOTAL,4024505.0,6.604712471,América,Sudamérica,
862,VEN,Venezuela (República Bolivariana de),1980,TOTAL,219485996.0,8.341406816,América,Sudamérica,CAN
704,VNM,Vietnam,1980,TOTAL,12965.0,4.112772521,Asia,Sudeste Asiático,
887,YEM,Yemen,1980,TOTAL,2920.0,3.465382851,Asia,Asia Occidental,
716,ZWE,Zimbabwe,1980,TOTAL,38929.0,4.590273248,África,Resto de África,
276,DEU,Alemania,1981,TOTAL,341128668.0,8.532918218,Europa,Europa Occidental,OCDE
24,AGO,Angola,1981,TOTAL,6898.0,3.83872319,África,Resto de África,
28,ATG,Antigua y Barbuda,1981,TOTAL,72045.0,4.857603846,América,Centroamérica y Caribe,
530,,Antillas Holandesas,1981,TOTAL,133523396.0,8.12555737,América,Centroamérica y Caribe,
682,SAU,Arabia Saudita,1981,TOTAL,202898.0,5.307277766,Asia,Asia Occidental,BRICS
12,DZA,Argelia,1981,TOTAL,6350.0,3.802773725,África,Norte de África,
32,ARG,Argentina,1981,TOTAL,46943280.0,7.671573431,América,Sudamérica,
36,AUS,Australia,1981,TOTAL,1751601.0,6.243435184,Oceanía,Oceanía,OCDE
40,AUT,Austria,1981,TOTAL,13604493.0,7.133682362,Europa,Europa Occidental,OCDE
44,BHS,Bahamas,1981,TOTAL,107713699.0,8.03227094,América,Centroamérica y Caribe,
68,BOL,Bolivia (Estado Plurinacional de),1981,TOTAL,11996489.0,7.07905416,América,Sudamérica,CAN
76,BRA,Brasil,1981,TOTAL,186166658.0,8.269901903,América,Sudamérica,BRICS
96,BRN,Brunei Darussalam,1981,TOTAL,15497.0,4.190247633,Asia,Sudeste Asiático,
100,BGR,Bulgaria,1981,TOTAL,2895007.0,6.461649618,Europa,Europa Oriental,
56,BEL,Bélgica,1981,TOTAL,41470363.0,7.617737837,Europa,Europa Occidental,OCDE
132,CPV,Cabo Verde,1981,TOTAL,5874.0,3.768933942,África,Resto de África,
120,CMR,Camerún,1981,TOTAL,229855.0,5.361453955,África,Resto de África,
124,CAN,Canadá,1981,TOTAL,160553872.0,8.205620784,América,América del Norte,OCDE
152,CHL,Chile,1981,TOTAL,84654653.0,7.927650834,América,Sudamérica,OCDE
156,CHN,China,1981,TOTAL,36752187.0,7.565283188,Asia,Asia Oriental,BRICS
170,COL,Colombia,1981,TOTAL,560183.0,5.748329925,América,Sudamérica,OCDE
188,CRI,Costa Rica,1981,TOTAL,2784123.0,6.444688418,América,Centroamérica y Caribe,OCDE
384,CIV,Costa de Marfil,1981,TOTAL,40846.0,4.611149533,África,Resto de África,
192,CUB,Cuba,1981,TOTAL,939619.0,5.97295179,América,Centroamérica y Caribe,
208,DNK,Dinamarca,1981,TOTAL,12082305.0,7.082149795,Europa,Europa Septentrional,OCDE
218,ECU,Ecuador,1981,TOTAL,82875976.0,7.918428656,América,Sudamérica,CAN
818,EGY,Egipto,1981,TOTAL,164092.0,5.215087408,África,Norte de África,BRICS
222,SLV,El Salvador,1981,TOTAL,106129.0,5.025834072,América,Centroamérica y Caribe,
784,ARE,Emiratos Árabes Unidos,1981,TOTAL,66034.0,4.819767605,Asia,Asia Occidental,BRICS
724,ESP,España,1981,TOTAL,141758180.0,8.151548129,Europa,Europa Meridional,OCDE
840,USA,Estados Unidos de América,1981,TOTAL,1712649565.0,9.233668509,América,América del Norte,OCDE
608,PHL,Filipinas,1981,TOTAL,2311693.0,6.363930158,Asia,Sudeste Asiático,
246,FIN,Finlandia,1981,TOTAL,19525713.0,7.290606902,Europa,Europa Septentrional,OCDE
250,FRA,Francia,1981,TOTAL,168556947.0,8.226746656,Europa,Europa Occidental,OCDE
266,GAB,Gabón,1981,TOTAL,478.0,2.679427897,África,Resto de África,
288,GHA,Ghana,1981,TOTAL,2626.0,3.419294722,África,Resto de África,
292,GIB,Gibraltar,1981,TOTAL,283860.0,5.453104198,Europa,Europa Meridional,
300,GRC,Grecia,1981,TOTAL,51987.0,4.715894756,Europa,Europa Meridional,OCDE
312,GLP,Guadalupe,1981,TOTAL,748835.0,5.874386135,América,Centroamérica y Caribe,
320,GTM,Guatemala,1981,TOTAL,909629.0,5.958864298,América,Centroamérica y Caribe,
254,GUF,Guayana Francesa,1981,TOTAL,6241.0,3.795254183,América,Sudamérica,
324,GIN,Guinea,1981,TOTAL,61071.0,4.785835031,África,Resto de África,
328,GUY,Guyana,1981,TOTAL,1335966.0,6.125795406,América,Sudamérica,
332,HTI,Haití,1981,TOTAL,7279.0,3.862071719,América,Centroamérica y Caribe,
340,HND,Honduras,1981,TOTAL,1447411.0,6.160591869,América,Centroamérica y Caribe,
344,HKG,Hong Kong,1981,TOTAL,4608490.0,6.663558649,Asia,Asia Oriental,
348,HUN,Hungría,1981,TOTAL,843964.0,5.926323922,Europa,Europa Oriental,OCDE
356,IND,India,1981,TOTAL,1058895.0,6.024852898,Asia,Asia Meridional,BRICS
360,IDN,Indonesia,1981,TOTAL,390739.0,5.591886761,Asia,Sudeste Asiático,BRICS
372,IRL,Irlanda,1981,TOTAL,2723993.0,6.435205987,Europa,Europa Occidental,OCDE
364,IRN,Irán (República Islámica del),1981,TOTAL,33678.0,4.527346293,Asia,Asia Occidental,BRICS
352,ISL,Islandia,1981,TOTAL,211070.0,5.32442651,Europa,Europa Septentrional,OCDE
234,FRO,Islas Feroe,1981,TOTAL,661574.0,5.820578429,Europa,Europa Septentrional,
796,TCA,Islas Turcas y Caicos,1981,TOTAL,5889.0,3.770041554,América,Centroamérica y Caribe,
92,VGB,Islas Vírgenes Británicas,1981,TOTAL,27406.0,4.437845653,América,Centroamérica y Caribe,
376,ISR,Israel,1981,TOTAL,8405422.0,6.924559522,Asia,Asia Occidental,OCDE
380,ITA,Italia,1981,TOTAL,139957401.0,8.145995869,Europa,Europa Meridional,OCDE
388,JAM,Jamaica,1981,TOTAL,1067267.0,6.028273081,América,Centroamérica y Caribe,
392,JPN,Japón,1981,TOTAL,543521279.0,8.735216551,Asia,Asia Oriental,OCDE
400,JOR,Jordania,1981,TOTAL,3820.0,3.582063363,Asia,Asia Occidental,
414,KWT,Kuwait,1981,TOTAL,6037.0,3.780821176,Asia,Asia Occidental,
422,LBN,Líbano,1981,TOTAL,341132.0,5.53292246,Asia,Asia Occidental,
446,MAC,Macao,1981,TOTAL,7296.0,3.863084825,Asia,Asia Oriental,
450,MDG,Madagascar,1981,TOTAL,202895.0,5.307271345,África,Resto de África,
458,MYS,Malasia,1981,TOTAL,11615688.0,7.065044938,Asia,Sudeste Asiático,
470,MLT,Malta,1981,TOTAL,26483.0,4.422967181,Europa,Europa Meridional,
504,MAR,Marruecos,1981,TOTAL,433231.0,5.636719525,África,Norte de África,
484,MEX,México,1981,TOTAL,68549425.0,7.836003816,América,América del Norte,OCDE
566,NGA,Nigeria,1981,TOTAL,8969628.0,6.952774432,África,Resto de África,
578,NOR,Noruega,1981,TOTAL,14097628.0,7.149146046,Europa,Europa Septentrional,OCDE
554,NZL,Nueva Zelanda,1981,TOTAL,286694.0,5.457418604,Oceanía,Oceanía,OCDE
586,PAK,Pakistán,1981,TOTAL,102539.0,5.010889078,Asia,Asia Meridional,
591,PAN,Panamá,1981,TOTAL,7462468.0,6.872882482,América,Centroamérica y Caribe,
598,PNG,Papúa Nueva Guinea,1981,TOTAL,298354.0,5.474731865,Oceanía,Oceanía,
600,PRY,Paraguay,1981,TOTAL,10706210.0,7.029635758,América,Sudamérica,
528,NLD,Países Bajos,1981,TOTAL,30498000.0,7.48427136,Europa,Europa Occidental,OCDE
604,PER,Perú,1981,TOTAL,126474302.0,8.102002291,América,Sudamérica,Alianza del Pacífico
258,PYF,Polinesia Francesa,1981,TOTAL,5366.0,3.729650668,Oceanía,Oceanía,
616,POL,Polonia,1981,TOTAL,27436198.0,7.438323928,Europa,Europa Oriental,OCDE
620,PRT,Portugal,1981,TOTAL,1514734.0,6.180336374,Europa,Europa Meridional,OCDE
630,PRI,Puerto Rico,1981,TOTAL,17787458.0,7.250113888,América,Centroamérica y Caribe,
826,GBR,Reino Unido de Gran Bretaña e Irlanda del Norte,1981,TOTAL,149310543.0,8.174090475,Europa,Europa Occidental,OCDE
180,COD,República Democrática del Congo,1981,TOTAL,56017.0,4.748319846,África,Resto de África,
214,DOM,República Dominicana,1981,TOTAL,1385760.0,6.141688021,América,Centroamérica y Caribe,
408,PRK,República Popular Democrática de Corea,1981,TOTAL,309312.0,5.490396769,Asia,Asia Oriental,
410,KOR,República de Corea,1981,TOTAL,10735630.0,7.030827535,Asia,Asia Oriental,OCDE
642,ROU,Rumania,1981,TOTAL,10020537.0,7.000890996,Europa,Europa Oriental,
16,ASM,Samoa Americana,1981,TOTAL,88355.0,4.946231131,Oceanía,Oceanía,
336,VAT,Santa Sede,1981,TOTAL,13517.0,4.130880314,Europa,Europa Meridional,
694,SLE,Sierra Leona,1981,TOTAL,181128.0,5.257985592,África,Resto de África,
702,SGP,Singapur,1981,TOTAL,7975083.0,6.901735212,Asia,Sudeste Asiático,
706,SOM,Somalia,1981,TOTAL,2074.0,3.316808752,África,Resto de África,
144,LKA,Sri Lanka,1981,TOTAL,978740.0,5.990667338,Asia,Asia Meridional,
710,ZAF,Sudáfrica,1981,TOTAL,13293132.0,7.123627317,África,Resto de África,BRICS
729,SDN,Sudán,1981,TOTAL,30856.0,4.489339626,África,Norte de África,
752,SWE,Suecia,1981,TOTAL,62647290.0,7.796902289,Europa,Europa Septentrional,OCDE
756,CHE,Suiza,1981,TOTAL,76574156.0,7.884082219,Europa,Europa Occidental,OCDE
740,SUR,Surinam,1981,TOTAL,101704.0,5.007338034,América,Sudamérica,
764,THA,Tailandia,1981,TOTAL,23307.0,4.367486376,Asia,Sudeste Asiático,
158,TWN,Taiwán (Provincia de China),1981,TOTAL,28744494.0,7.458554668,Asia,Asia Oriental,
780,TTO,Trinidad y Tobago,1981,TOTAL,3544844.0,6.549597128,América,Centroamérica y Caribe,
792,TUR,Turquía,1981,TOTAL,3753806.0,6.574471824,Asia,Asia Occidental,OCDE
788,TUN,Túnez,1981,TOTAL,15094.0,4.178804346,África,Norte de África,
858,URY,Uruguay,1981,TOTAL,3971030.0,6.598903168,América,Sudamérica,
862,VEN,Venezuela (República Bolivariana de),1981,TOTAL,414385227.0,8.617404264,América,Sudamérica,CAN
716,ZWE,Zimbabwe,1981,TOTAL,16028.0,4.204879334,África,Resto de África,
4,AFG,Afganistán,1982,TOTAL,74442.0,4.871818033,Asia,Asia Meridional,
276,DEU,Alemania,1982,TOTAL,307680976.0,8.488100645,Europa,Europa Occidental,OCDE
20,AND,Andorra,1982,TOTAL,70402.0,4.847584997,Europa,Europa Occidental,
530,,Antillas Holandesas,1982,TOTAL,131030881.0,8.117373661,América,Centroamérica y Caribe,
32,ARG,Argentina,1982,TOTAL,78804156.0,7.896549122,América,Sudamérica,
36,AUS,Australia,1982,TOTAL,1745128.0,6.241827287,Oceanía,Oceanía,OCDE
40,AUT,Austria,1982,TOTAL,12562820.0,7.099087137,Europa,Europa Occidental,OCDE
44,BHS,Bahamas,1982,TOTAL,95558836.0,7.980270851,América,Centroamérica y Caribe,
204,BEN,Benin,1982,TOTAL,6521.0,3.8143142,África,Resto de África,
60,BMU,Bermuda,1982,TOTAL,2684.0,3.428782511,América,Centroamérica y Caribe,
68,BOL,Bolivia (Estado Plurinacional de),1982,TOTAL,6848064.0,6.83556781,América,Sudamérica,CAN
76,BRA,Brasil,1982,TOTAL,308735970.0,8.489587231,América,Sudamérica,BRICS
100,BGR,Bulgaria,1982,TOTAL,178747.0,5.252238762,Europa,Europa Oriental,
56,BEL,Bélgica,1982,TOTAL,48321364.0,7.684139185,Europa,Europa Occidental,OCDE
120,CMR,Camerún,1982,TOTAL,66375.0,4.822004534,África,Resto de África,
124,CAN,Canadá,1982,TOTAL,168414874.0,8.226380445,América,América del Norte,OCDE
152,CHL,Chile,1982,TOTAL,67785019.0,7.831133722,América,Sudamérica,OCDE
156,CHN,China,1982,TOTAL,2418107.0,6.383475514,Asia,Asia Oriental,BRICS
170,COL,Colombia,1982,TOTAL,5222978.0,6.717918197,América,Sudamérica,OCDE
188,CRI,Costa Rica,1982,TOTAL,4925155.0,6.692419903,América,Centroamérica y Caribe,OCDE
384,CIV,Costa de Marfil,1982,TOTAL,44673.0,4.650045118,África,Resto de África,
192,CUB,Cuba,1982,TOTAL,769983.0,5.886481137,América,Centroamérica y Caribe,
208,DNK,Dinamarca,1982,TOTAL,21547703.0,7.333400981,Europa,Europa Septentrional,OCDE
212,DMA,Dominica,1982,TOTAL,445711.0,5.649053352,América,Centroamérica y Caribe,
218,ECU,Ecuador,1982,TOTAL,89555652.0,7.952093,América,Sudamérica,CAN
818,EGY,Egipto,1982,TOTAL,214480.0,5.331386801,África,Norte de África,BRICS
222,SLV,El Salvador,1982,TOTAL,218953.0,5.3403509,América,Centroamérica y Caribe,
784,ARE,Emiratos Árabes Unidos,1982,TOTAL,6422.0,3.807670301,Asia,Asia Occidental,BRICS
724,ESP,España,1982,TOTAL,144358337.0,8.15944187,Europa,Europa Meridional,OCDE
840,USA,Estados Unidos de América,1982,TOTAL,1856195692.0,9.26862376,América,América del Norte,OCDE
231,ETH,Etiopía,1982,TOTAL,11392.0,4.056599976,África,Resto de África,BRICS
608,PHL,Filipinas,1982,TOTAL,2570613.0,6.4100367,Asia,Sudeste Asiático,
246,FIN,Finlandia,1982,TOTAL,25661141.0,7.409275963,Europa,Europa Septentrional,OCDE
250,FRA,Francia,1982,TOTAL,156561673.0,8.194685453,Europa,Europa Occidental,OCDE
266,GAB,Gabón,1982,TOTAL,34351.0,4.535939384,África,Resto de África,
288,GHA,Ghana,1982,TOTAL,190863.0,5.280721746,África,Resto de África,
292,GIB,Gibraltar,1982,TOTAL,194893.0,5.289796241,Europa,Europa Meridional,
308,GRD,Granada,1982,TOTAL,8144.0,3.910837765,América,Centroamérica y Caribe,
300,GRC,Grecia,1982,TOTAL,114063.0,5.05714479,Europa,Europa Meridional,OCDE
312,GLP,Guadalupe,1982,TOTAL,79361.0,4.899607132,América,Centroamérica y Caribe,
320,GTM,Guatemala,1982,TOTAL,228174.0,5.358266156,América,Centroamérica y Caribe,
324,GIN,Guinea,1982,TOTAL,63.0,1.799340549,África,Resto de África,
328,GUY,Guyana,1982,TOTAL,777884.0,5.890914839,América,Sudamérica,
332,HTI,Haití,1982,TOTAL,2204.0,3.34321159,América,Centroamérica y Caribe,
340,HND,Honduras,1982,TOTAL,2417686.0,6.383399896,América,Centroamérica y Caribe,
344,HKG,Hong Kong,1982,TOTAL,5412839.0,6.73342511,Asia,Asia Oriental,
348,HUN,Hungría,1982,TOTAL,1334447.0,6.12530133,Europa,Europa Oriental,OCDE
356,IND,India,1982,TOTAL,1859409.0,6.269374929,Asia,Asia Meridional,BRICS
360,IDN,Indonesia,1982,TOTAL,631531.0,5.800394674,Asia,Sudeste Asiático,BRICS
372,IRL,Irlanda,1982,TOTAL,4969441.0,6.696307539,Europa,Europa Occidental,OCDE
364,IRN,Irán (República Islámica del),1982,TOTAL,150606.0,5.177842274,Asia,Asia Occidental,BRICS
352,ISL,Islandia,1982,TOTAL,460332.0,5.663071166,Europa,Europa Septentrional,OCDE
796,TCA,Islas Turcas y Caicos,1982,TOTAL,1638392.0,6.214417819,América,Centroamérica y Caribe,
92,VGB,Islas Vírgenes Británicas,1982,TOTAL,10020.0,4.000867722,América,Centroamérica y Caribe,
376,ISR,Israel,1982,TOTAL,6759263.0,6.829899345,Asia,Asia Occidental,OCDE
380,ITA,Italia,1982,TOTAL,134736551.0,8.129485426,Europa,Europa Meridional,OCDE
388,JAM,Jamaica,1982,TOTAL,1276555.0,6.106039531,América,Centroamérica y Caribe,
392,JPN,Japón,1982,TOTAL,652704393.0,8.814716536,Asia,Asia Oriental,OCDE
404,KEN,Kenya,1982,TOTAL,5598.0,3.748032894,África,Resto de África,
414,KWT,Kuwait,1982,TOTAL,18958.0,4.277792519,Asia,Asia Occidental,
446,MAC,Macao,1982,TOTAL,4560.0,3.658964843,Asia,Asia Oriental,
450,MDG,Madagascar,1982,TOTAL,261857.0,5.418064188,África,Resto de África,
458,MYS,Malasia,1982,TOTAL,11832914.0,7.073091708,Asia,Sudeste Asiático,
470,MLT,Malta,1982,TOTAL,116114.0,5.064884586,Europa,Europa Meridional,
504,MAR,Marruecos,1982,TOTAL,944941.0,5.975404693,África,Norte de África,
496,MNG,Mongolia,1982,TOTAL,4295.0,3.632963168,Asia,Asia Oriental,
104,MMR,Myanmar,1982,TOTAL,11455.0,4.058995094,Asia,Sudeste Asiático,
484,MEX,México,1982,TOTAL,80717349.0,7.90696689,América,América del Norte,OCDE
558,NIC,Nicaragua,1982,TOTAL,289500.0,5.461648568,América,Centroamérica y Caribe,
566,NGA,Nigeria,1982,TOTAL,187203.0,5.272312804,África,Resto de África,
578,NOR,Noruega,1982,TOTAL,7805047.0,6.892375523,Europa,Europa Septentrional,OCDE
554,NZL,Nueva Zelanda,1982,TOTAL,250927.0,5.399547394,Oceanía,Oceanía,OCDE
586,PAK,Pakistán,1982,TOTAL,710239.0,5.851404516,Asia,Asia Meridional,
591,PAN,Panamá,1982,TOTAL,5710639.0,6.756684707,América,Centroamérica y Caribe,
598,PNG,Papúa Nueva Guinea,1982,TOTAL,121972.0,5.086260145,Oceanía,Oceanía,
600,PRY,Paraguay,1982,TOTAL,1760194.0,6.245560536,América,Sudamérica,
